iter	Passed	Remaining
1347	12830	25242
1348	12840	25233
1349	12849	25223
1350	12860	25216
1351	12869	25206
1352	12879	25197
1353	12888	25187
1354	12898	25177
1355	12909	25171
1356	12919	25162
1357	12929	25155
1358	12938	25143
1359	12946	25130
1360	12954	25118
1361	12963	25108
1362	12972	25098
1363	12982	25089
1364	12992	25081
1365	13002	25071
1366	13013	25064
1367	13022	25055
1368	13032	25045
1369	13041	25036
1370	13052	25028
1371	13060	25016
1372	13069	25006
1373	13078	24995
1374	13088	24986
1375	13098	24978
1376	13109	24970
1377	13118	24960
1378	13128	24952
1379	13138	24943
1380	13148	24935
1381	13158	24926
1382	13167	24916
1383	13176	24906
1384	13185	24894
1385	13193	24882
1386	13201	24870
1387	13211	24862
1388	13221	24853
1389	13231	24845
1390	13241	24836
1391	13250	24825
1392	13262	24819
1393	13272	24811
1394	13284	24807
1395	13294	24799
1396	13305	24792
1397	13315	24784
1398	13325	24774
1399	13334	24763
1400	13343	24753
1401	13353	24745
1402	13363	24736
1403	13372	24725
1404	13381	24715
1405	13391	24706
1406	13401	24697
1407	13410	24688
1408	13421	24680
1409	13432	24673
1410	13441	24663
1411	13450	24652
1412	13461	24646
1413	13471	24637
1414	13481	24629
1415	13492	24622
1416	13502	24613
1417	13513	24606
1418	13523	24597
1419	13533	24588
1420	13543	24580
1421	13552	24569
1422	13562	24560
1423	13572	24551
1424	13582	24543
1425	13592	24534
1426	13601	24524
1427	13612	24517
1428	13621	24508
1429	13631	24498
1430	13639	24485
1431	13648	24476
1432	13658	24466
1433	13667	24457
1434	13678	24449
1435	13688	24440
1436	13698	24431
1437	13709	24425
1438	13720	24417
1439	13729	24408
1440	13739	24398
1441	13748	24388
1442	13757	24378
1443	13766	24367
1444	13777	24360
1445	13788	24354
1446	13798	24344
1447	13808	24337
1448	13817	24326
1449	13827	24316
1450	13837	24307
1451	13846	24297
1452	13857	24290
1453	13866	24280
1454	13875	24271
1455	13885	24262
1456	13895	24253
1457	13904	24243
1458	13914	24234
1459	13926	24227
1460	13936	24219
1461	13945	24209
1462	13955	24200
1463	13964	24189
1464	13973	24178
1465	13981	24167
1466	13989	24154
1467	13998	24144
1468	14008	24136
1469	14018	24127
1470	14027	24117
1471	14038	24108
1472	14047	24098
1473	14056	24089
1474	14066	24079
1475	14076	24070
1476	14087	24064
1477	14097	24055
1478	14107	24047
1479	14116	24037
1480	14128	24031
1481	14138	24021
1482	14146	24010
1483	14156	24001
1484	14165	23990
1485	14175	23981
1486	14184	23971
1487	14194	23962
1488	14203	23951
1489	14212	23941
1490	14221	23931
1491	14229	23919
1492	14238	23909
1493	14248	23899
1494	14259	23892
1495	14268	23882
1496	14277	23872
1497	14287	23862
1498	14296	23853
1499	14306	23844
1500	14315	23833
1501	14325	23824
1502	14334	23815
1503	14344	23805
1504	14353	23795
1505	14362	23784
1506	14371	23774
1507	14379	23762
1508	14388	23751
1509	14397	23741
1510	14406	23731
1511	14415	23721
1512	14424	23709
1513	14432	23698
1514	14441	23688
1515	14449	23676
1516	14459	23666
1517	14468	23656
1518	14476	23645
1519	14486	23635
1520	14495	23625
1521	14504	23614
1522	14513	23604
1523	14522	23595
1524	14532	23585
1525	14542	23576
1526	14553	23568
1527	14561	23558
1528	14570	23547
1529	14579	23536
1530	14589	23528
1531	14599	23518
1532	14608	23508
1533	14618	23499
1534	14627	23490
1535	14638	23481
1536	14647	23471
1537	14656	23462
1538	14668	23456
1539	14677	23446
1540	14687	23436
1541	14698	23429
1542	14707	23419
1543	14717	23409
1544	14727	23401
1545	14737	23393
1546	14746	23383
1547	14756	23373
1548	14765	23363
1549	14774	23352
1550	14784	23343
1551	14793	23334
1552	14802	23323
1553	14812	23314
1554	14822	23306
1555	14831	23296
1556	14840	23285
1557	14849	23274
1558	14859	23266
1559	14868	23256
1560	14878	23247
1561	14887	23236
1562	14895	23225
1563	14906	23217
1564	14914	23206
1565	14923	23195
1566	14933	23185
1567	14942	23176
1568	14952	23167
1569	14961	23157
1570	14971	23148
1571	14981	23139
1572	14990	23129
1573	15000	23120
1574	15009	23110
1575	15019	23100
1576	15030	23093
1577	15039	23083
1578	15048	23073
1579	15058	23064
1580	15069	23056
1581	15079	23048
1582	15090	23041
1583	15101	23033
1584	15112	23026
1585	15121	23015
1586	15132	23008
1587	15141	22999
1588	15151	22989
1589	15161	22980
1590	15171	22971
1591	15181	22962
1592	15191	22953
1593	15200	22943
1594	15211	22936
1595	15222	22929
1596	15233	22921
1597	15243	22912
1598	15253	22903
1599	15262	22894
1600	15273	22886
1601	15282	22876
1602	15292	22867
1603	15302	22858
1604	15312	22849
1605	15323	22842
1606	15333	22833
1607	15341	22821
1608	15350	22811
1609	15361	22803
1610	15372	22796
1611	15381	22785
1612	15390	22775
1613	15399	22765
1614	15410	22758
1615	15419	22748
1616	15429	22738
1617	15439	22730
1618	15450	22722
1619	15460	22713
1620	15469	22702
1621	15478	22693
1622	15489	22685
